Balance,Qual_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Online_12,Topflight_Yes,cc1_miles?_Yes,cc2_miles?_Yes,cc3_miles?_Yes,Email_Yes,Club_member_Yes,Any_cc_miles_12mo_Yes,Phone_sale
158483,0,9018,11,0,0,0,False,True,False,False,False,False,True,0
191583,0,25675,18,0,0,0,False,True,False,False,True,False,True,0
62629,0,36986,14,0,0,0,False,True,False,False,False,False,True,0
40645,0,18348,13,0,0,0,True,True,False,False,True,True,True,1
20126,0,78999,28,800,3,0,False,True,False,False,True,False,True,0
190208,0,37122,38,1800,6,0,False,True,False,False,True,False,True,0
79479,0,23167,13,0,0,0,False,True,False,False,False,False,True,0
85751,0,26842,14,0,0,0,False,True,False,False,False,False,True,0
48363,0,790,3,0,0,0,False,False,False,False,False,False,False,0
49588,0,4960,14,100,1,0,False,True,False,False,False,False,True,0
52577,0,441,12,0,0,0,False,True,False,False,False,False,True,0
280561,0,12154,13,0,0,0,False,True,False,False,True,False,True,0
18302,0,2197,10,0,0,0,False,True,True,False,False,False,True,1
111897,0,14728,14,0,0,0,False,True,False,False,False,True,True,1
36736,0,0,0,0,0,0,False,False,False,False,True,False,False,0
29919,0,1225,3,0,0,0,False,True,False,False,True,False,True,0
16321,0,0,0,0,0,0,False,False,False,False,False,False,False,0
50015,0,20839,16,50,1,0,False,True,False,False,False,False,True,0
59927,739,3100,3,0,0,0,True,False,False,False,True,False,False,0
65207,0,34832,18,1450,4,0,False,True,False,False,True,False,True,0
65034,0,14331,16,800,3,0,False,True,False,False,True,False,True,0
27135,0,4908,11,0,0,0,False,False,False,False,True,False,False,0
49238,0,38037,18,0,0,0,False,True,False,False,False,False,True,0
21854,0,500,1,500,1,0,False,False,False,False,True,False,False,0
6000,0,2250,4,0,0,0,False,False,False,False,True,False,False,0
84126,0,5858,11,4358,10,0,True,False,False,False,True,False,False,0
862,0,0,0,0,0,0,False,False,False,False,True,False,False,0
16136,0,0,0,0,0,0,False,False,False,False,False,False,False,0
35356,0,18520,15,300,1,0,False,True,False,False,True,False,True,0
20518,0,5580,10,0,0,0,False,True,False,False,True,False,True,0
529477,0,31624,28,2098,5,0,True,True,False,False,True,False,True,1
20891,0,150,3,0,0,0,False,False,False,False,True,False,False,0
91473,0,27408,17,0,0,0,True,True,False,False,True,False,True,0
22201,0,51278,16,350,1,0,False,True,False,False,True,False,True,0
46003,0,1340,7,0,0,0,False,True,False,False,True,False,True,0
352508,0,23740,6,1000,2,0,True,True,False,False,True,True,True,1
39450,0,0,0,0,0,0,False,False,False,False,False,False,False,0
10069,0,200,1,0,0,0,False,False,False,False,True,False,False,0
213849,0,500,1,0,0,0,False,False,False,False,True,False,False,0
6112,0,0,0,0,0,0,False,False,False,False,True,False,False,0
6705,0,600,2,0,0,0,False,False,False,False,True,False,False,0
9483,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
7500,0,0,0,0,0,0,False,False,False,False,False,False,False,0
35203,0,1800,16,1800,16,0,False,False,False,False,True,False,False,0
327126,1452,97997,25,350,3,0,True,True,False,False,True,True,True,1
25688,2396,3103,10,0,0,0,False,True,False,False,True,False,True,0
2912,0,510,1,0,0,0,False,False,False,False,True,False,False,0
49737,0,60922,22,550,2,0,False,True,False,False,True,True,True,1
28526,0,4167,15,0,0,0,False,True,False,False,True,False,True,1
34941,0,23718,16,0,0,0,False,True,False,False,False,False,True,1
17681,0,500,1,0,0,0,False,False,False,False,True,False,False,0
34962,0,252,3,0,0,0,False,False,True,False,False,False,True,0
10508,0,0,0,0,0,0,False,False,False,False,True,False,False,0
60168,0,44133,16,0,0,0,True,True,False,False,True,False,True,0
17079,0,4000,3,0,0,0,False,False,False,False,True,False,False,0
12612,0,0,0,0,0,0,False,False,False,False,False,False,False,0
134457,0,15588,14,0,0,0,False,True,False,False,True,False,True,0
88192,0,47848,22,500,1,0,False,True,False,False,False,False,True,0
49807,0,6393,20,0,0,0,False,True,False,False,False,False,True,0
16618,0,897,5,0,0,0,False,True,True,False,True,False,True,0
66950,0,17303,20,2000,8,0,True,True,False,False,True,False,True,0
62705,0,2750,15,0,0,0,False,False,False,False,True,False,False,0
65435,0,1000,2,500,1,0,False,False,False,False,False,False,False,0
29342,0,5835,4,0,0,0,False,True,False,False,False,False,True,1
5110,0,0,0,0,0,0,False,False,False,False,False,False,False,0
18272,0,2920,5,0,0,0,False,True,False,False,False,False,True,0
135828,0,34495,28,450,2,0,True,True,False,False,True,False,True,0
15339,0,1375,4,0,0,0,False,False,False,False,True,False,False,0
29125,0,10930,14,0,0,0,False,True,False,False,False,True,True,1
68963,0,37723,15,0,0,0,False,True,False,False,True,False,True,0
144848,0,37056,15,0,0,0,False,True,False,False,True,False,True,0
35425,0,4125,19,0,0,0,False,False,False,False,True,False,False,1
50,0,50,1,50,1,0,False,False,False,False,False,False,False,0
13942,0,5822,12,0,0,0,False,True,True,False,False,False,True,0
25322,0,23821,16,0,0,0,False,True,False,False,True,False,True,0
45340,0,14063,16,500,1,0,True,True,False,False,True,False,True,0
9575,0,0,0,0,0,0,False,False,False,False,False,False,False,0
106378,0,56007,14,0,0,0,False,True,False,False,False,False,True,0
71627,0,3225,9,600,2,0,False,False,False,False,True,False,False,0
96031,0,46588,21,0,0,0,False,True,False,False,True,False,True,0
2843,0,44130,35,7450,20,0,False,True,False,False,True,False,True,0
3578,0,0,0,0,0,0,False,False,False,False,False,False,False,0
207021,0,3600,4,100,1,0,False,False,False,False,True,False,False,0
20537,0,44791,21,2612,4,0,True,True,False,False,True,False,True,1
34086,0,19669,18,1500,3,0,False,True,False,False,False,False,True,0
63311,0,90181,34,950,6,0,False,True,False,False,True,False,True,0
213150,0,56308,41,5200,14,0,True,True,False,False,True,False,True,0
50230,0,4149,9,800,4,0,True,False,False,False,True,False,False,0
5573,0,1958,17,0,0,0,False,True,True,False,False,False,True,0
40576,0,0,0,0,0,0,False,False,False,False,False,False,False,0
3965,0,8228,12,0,0,0,False,True,False,False,True,True,True,1
15275,0,2750,8,0,0,0,False,False,False,False,True,False,False,1
80154,0,47270,14,0,0,0,False,True,False,False,False,True,True,1
39601,0,3733,9,0,0,0,False,True,False,False,False,True,True,1
105249,0,36093,15,0,0,0,False,True,False,False,False,False,True,0
27904,0,6622,17,0,0,0,False,True,False,False,False,False,True,0
67018,0,23260,25,0,0,0,False,True,False,False,False,False,True,0
74777,0,20630,8,0,0,0,False,True,False,False,True,False,True,0
14554,0,0,0,0,0,0,False,False,False,False,False,False,False,0
59151,0,11110,13,0,0,0,False,True,False,False,False,False,True,0
104307,0,51769,24,450,1,0,False,True,False,False,True,True,True,1
52423,0,26926,13,0,0,0,False,True,False,False,True,False,True,0
268314,0,29968,14,500,1,0,False,True,False,False,False,False,True,0
30546,0,11304,14,0,0,0,False,True,False,False,True,False,True,0
83781,0,35151,22,200,1,0,False,True,False,False,True,False,True,0
71794,0,6000,3,0,0,0,True,False,False,False,False,False,False,0
66590,0,1300,13,0,0,0,False,True,False,False,True,False,True,1
27348,0,3084,4,0,0,0,False,True,False,False,False,False,True,0
5929,0,168,7,0,0,0,False,True,False,False,True,False,True,0
23379,0,11712,25,0,0,0,False,True,False,False,False,False,True,0
49479,0,5500,24,100,1,0,False,False,False,False,True,False,False,0
41628,0,16771,12,0,0,0,False,True,False,False,False,False,True,0
169546,0,68315,24,600,2,0,False,True,False,False,False,False,True,1
17051,0,1150,4,1150,4,0,False,False,False,False,True,False,False,0
37953,0,62571,28,0,0,0,False,True,False,False,False,False,True,1
14304,0,0,0,0,0,0,False,False,False,False,False,False,False,0
4779,0,600,2,0,0,0,False,False,False,False,True,True,False,1
50212,0,1507,7,500,1,0,False,True,False,False,False,False,True,1
129919,719,7150,5,650,2,0,True,False,False,False,True,False,False,0
109532,0,128048,53,7939,26,0,True,True,False,False,True,True,True,1
4150,0,375,3,0,0,0,False,False,False,False,False,False,False,0
128664,8019,44298,16,50,1,0,True,True,False,False,True,False,True,0
16504,0,500,4,0,0,0,False,False,False,False,True,False,False,0
16883,0,4398,12,500,2,0,False,True,False,False,True,False,True,1
52953,0,500,1,0,0,0,False,False,False,False,True,False,False,0
8000,0,2250,11,0,0,0,False,False,False,False,True,False,False,0
15243,0,675,3,0,0,0,False,False,False,False,False,False,False,1
182228,0,41048,12,0,0,0,False,True,False,False,True,False,True,0
35433,0,1600,3,0,0,0,False,False,False,False,True,True,False,1
25835,0,15153,15,0,0,0,False,True,False,False,False,True,True,1
58411,0,2500,1,0,0,0,True,False,False,False,False,False,False,1
15138,0,140,3,0,0,0,False,False,False,False,True,False,False,0
133309,0,23987,13,0,0,0,False,True,False,False,False,False,True,0
124979,0,14267,14,0,0,0,False,True,False,False,False,False,True,0
134318,0,333,3,258,1,0,False,False,False,False,True,False,False,0
14748,0,2210,7,0,0,0,False,True,False,False,True,False,True,0
93264,0,3250,19,0,0,0,False,False,False,False,False,False,False,0
13117,0,1972,3,0,0,0,False,True,False,False,True,False,True,1
38378,0,1600,4,600,3,0,False,False,False,False,False,False,False,0
41370,0,51335,9,0,0,0,False,True,False,False,True,False,True,0
97606,0,42980,24,0,0,0,False,True,False,False,True,False,True,0
32015,0,6000,6,0,0,0,False,False,False,False,False,False,False,0
120576,0,36635,14,0,0,0,False,True,False,False,False,False,True,0
8103,0,2750,15,0,0,0,False,False,False,False,False,False,False,0
430,0,220,1,0,0,0,False,False,False,False,False,False,False,0
6240,0,0,0,0,0,0,False,False,False,False,False,False,False,0
149959,0,85844,51,1400,4,0,False,True,False,False,False,False,True,0
18366,0,1100,3,1100,3,0,False,False,False,False,False,False,False,0
138020,0,16449,17,500,1,0,True,True,False,False,True,False,True,0
59763,0,33772,20,100,1,0,True,True,False,False,True,False,True,0
5400,0,1875,8,0,0,0,False,False,False,False,False,False,False,0
67612,0,0,0,0,0,0,True,False,False,False,False,False,False,0
28667,0,3861,7,2050,5,0,True,True,False,False,True,False,True,1
276607,0,11430,14,6430,11,0,True,False,False,False,True,True,False,1
370941,0,44615,16,0,0,0,True,True,False,False,True,True,True,1
76430,0,13653,17,0,0,0,True,True,False,False,True,False,True,1
34249,0,4100,12,0,0,0,False,False,False,False,True,False,False,0
82352,0,5760,18,0,0,0,False,True,False,False,False,False,True,0
28941,0,2935,6,0,0,0,False,True,False,False,False,False,True,0
31541,0,5101,12,0,0,0,True,True,False,False,True,False,True,0
33835,0,2280,7,1000,2,1,False,False,False,False,True,False,False,1
49288,0,12538,19,600,2,0,False,True,False,False,True,True,True,1
99196,0,28334,16,0,0,0,False,True,False,False,True,False,True,0
10643,0,40585,14,850,2,0,False,True,False,False,True,False,True,0
85884,0,7742,9,0,0,0,False,True,False,False,False,False,True,0
62396,2128,1250,3,0,0,0,False,False,False,False,True,True,False,1
156885,0,38601,19,0,0,0,False,True,False,False,False,False,True,1
51830,0,0,0,0,0,0,False,False,False,False,False,False,False,0
69959,0,16504,13,0,0,0,True,True,False,False,False,False,True,0
98895,0,89709,17,500,1,1,False,True,False,False,True,False,True,0
54594,0,14402,14,0,0,0,False,True,False,False,True,False,True,0
48721,0,18781,12,300,3,0,False,True,False,False,True,False,True,1
640169,0,82561,36,400,2,0,True,True,False,False,True,False,True,0
1704838,0,17108,32,4823,23,0,True,False,False,False,True,True,False,1
27619,0,83726,68,14050,46,0,True,True,False,False,True,True,True,1
7422,0,2229,3,0,0,0,False,True,False,False,True,False,True,0
235312,0,56685,16,0,0,0,False,True,False,False,True,False,True,1
891,0,891,8,0,0,0,False,False,True,False,False,False,True,0
210350,0,56754,14,0,0,0,False,True,False,False,True,False,True,0
49736,0,3200,4,700,3,0,True,False,False,False,True,False,False,1
188759,0,3082,3,0,0,0,False,True,False,False,False,False,True,0
967,0,980,2,0,0,0,False,False,False,False,False,False,False,0
20885,0,751,12,0,0,0,False,True,False,False,False,False,True,0
283670,0,39260,39,200,1,1,False,True,False,False,True,False,True,0
62492,0,3725,11,2600,9,0,False,False,False,False,True,False,False,1
93198,0,28923,18,0,0,0,True,True,False,False,True,False,True,0
162521,0,57354,25,0,0,0,False,True,False,False,False,True,True,1
1701,0,10,1,0,0,0,False,True,False,False,True,False,True,0
12350,0,4125,26,0,0,0,False,False,False,False,False,False,False,0
61191,0,8502,17,0,0,0,False,True,False,False,False,False,True,0
194074,1448,12500,6,0,0,0,True,False,False,False,True,False,False,0
269558,0,10000,1,0,0,0,True,False,False,False,True,True,False,1
2080,0,0,0,0,0,0,False,False,False,False,True,False,False,0
146248,0,2900,4,1400,3,0,True,False,False,False,False,False,False,0
91237,0,78864,26,0,0,0,True,True,False,False,False,True,True,1
18068,0,0,0,0,0,0,False,False,False,False,False,False,False,0
15036,0,7917,8,0,0,0,False,True,False,False,False,False,True,0
12855,0,0,0,0,0,0,False,False,False,False,True,False,False,0
73159,0,358,4,358,4,0,False,False,False,False,True,False,False,0
14428,0,3475,21,0,0,0,False,False,False,False,False,False,False,1
17863,0,0,0,0,0,0,False,False,False,False,True,False,False,0
7500,0,2950,8,2850,7,0,False,False,False,False,True,False,False,0
26220,0,2775,11,0,0,0,False,False,False,False,True,False,False,0
378759,0,28904,9,2303,4,0,True,True,False,False,True,True,True,1
771,0,40256,4,0,0,0,False,True,False,False,False,False,True,0
204582,0,4671,14,0,0,0,False,True,False,False,False,False,True,0
44205,0,28340,13,0,0,0,False,True,False,False,True,False,True,0
5354,0,0,0,0,0,0,False,False,False,False,False,False,False,0
14231,0,4950,24,1700,5,0,False,False,False,False,True,True,False,1
26325,0,14559,20,1310,2,0,False,True,False,False,True,False,True,0
74531,0,10914,17,750,3,0,True,True,True,False,False,False,True,0
410795,0,73679,31,0,0,0,False,True,False,False,False,False,True,0
17219,0,6167,10,3757,6,0,True,False,False,False,True,False,False,0
91736,0,26724,14,0,0,0,False,True,False,False,False,False,True,1
26367,0,19649,15,0,0,0,False,True,False,False,True,False,True,0
10079,0,569,8,0,0,0,False,True,False,False,True,False,True,0
10954,500,2500,1,0,0,0,True,False,False,False,True,False,False,0
56213,0,3207,14,350,1,0,False,True,False,False,True,False,True,0
9446,0,0,0,0,0,0,False,False,False,False,True,False,False,0
18239,0,0,0,0,0,0,False,False,False,False,False,False,False,0
75556,0,2790,6,0,0,0,True,False,False,False,True,False,False,0
97535,0,0,0,0,0,0,False,False,False,False,False,False,False,0
24111,0,9374,16,0,0,0,False,True,False,False,True,False,True,0
66122,0,11756,13,0,0,0,False,True,False,False,False,True,True,1
219387,0,105913,21,150,2,0,True,True,False,False,False,False,True,0
17949,0,0,0,0,0,0,False,False,False,False,False,False,False,0
24008,0,540,3,0,0,0,False,False,False,False,False,False,False,0
182291,0,24155,22,0,0,0,False,True,False,False,False,False,True,0
144697,0,2000,1,0,0,0,True,False,False,False,True,False,False,0
32234,0,17001,13,0,0,0,False,True,False,False,True,False,True,0
20765,0,15949,4,0,0,0,False,True,False,False,False,False,True,0
10424,0,0,0,0,0,0,False,False,False,False,True,False,False,0
143200,0,79837,28,50,1,0,False,True,False,False,False,False,True,0
48410,0,37869,16,500,1,0,False,True,False,False,True,False,True,0
28484,0,350,3,0,0,0,False,False,False,False,True,False,False,0
60867,0,41345,18,0,0,0,False,True,False,False,True,False,True,0
2131,0,405,3,0,0,0,False,False,False,False,True,False,False,0
179251,0,14775,16,200,2,0,False,True,False,False,True,False,True,0
3967,0,375,3,0,0,0,False,False,False,False,True,False,False,0
86853,0,42293,21,500,1,0,False,True,False,False,False,True,True,1
7625,0,4375,21,0,0,0,False,False,False,False,True,False,False,0
14523,0,4197,4,0,0,0,False,True,False,False,True,False,True,0
142810,0,8000,4,0,0,0,True,False,False,False,True,False,False,0
38150,0,16688,15,0,0,0,False,True,False,False,True,True,True,1
61598,0,0,0,0,0,0,False,False,False,False,False,False,False,0
12091,0,29271,15,0,0,0,True,True,False,False,True,False,True,0
4584,0,0,0,0,0,0,False,False,False,False,False,False,False,0
81300,0,3750,5,250,3,0,True,False,False,False,True,False,False,0
109441,0,6500,10,4000,8,0,True,False,False,False,True,True,False,1
14448,0,1625,6,0,0,0,False,False,False,False,False,False,False,0
25563,0,303,8,0,0,0,False,False,True,False,True,False,True,0
36079,0,22506,22,150,1,0,False,True,False,False,True,False,True,0
34894,0,13955,17,0,0,0,False,True,False,False,True,False,True,0
9264,0,4830,15,0,0,0,False,False,False,False,True,False,False,0
25090,0,25860,9,0,0,0,False,True,False,False,True,False,True,0
145074,0,8000,4,0,0,0,True,False,False,False,True,True,False,1
35895,0,15720,11,0,0,0,False,True,False,False,False,False,True,0
298505,0,130647,32,600,2,0,True,True,False,False,True,False,True,1
64131,1452,7676,15,4620,11,1,True,False,False,False,True,False,False,0
16489,0,4851,27,0,0,0,False,False,False,False,False,False,False,0
96098,0,12500,4,0,0,0,True,False,False,False,False,False,False,0
161579,0,7688,21,5688,20,0,True,False,False,False,False,False,False,0
0,0,5491,18,2116,5,0,False,False,False,False,True,False,False,0
28223,0,8625,12,0,0,0,False,True,False,False,True,False,True,0
241918,0,40945,13,0,0,0,False,True,False,False,True,False,True,0
307149,2562,58008,19,650,2,0,True,True,False,False,True,True,True,1
11162,0,0,0,0,0,0,False,False,False,False,False,False,False,0
14371,0,28723,13,0,0,0,False,True,False,False,True,False,True,0
18177,0,12040,12,0,0,0,False,True,False,False,False,False,True,0
9399,0,2125,10,0,0,0,False,False,False,False,True,False,False,0
34790,0,0,0,0,0,0,False,False,False,False,True,False,False,0
10915,0,5455,15,0,0,0,False,True,False,False,True,False,True,0
130761,0,52423,15,0,0,0,True,True,False,False,True,False,True,0
15496,0,0,0,0,0,0,False,False,False,False,False,True,False,1
52084,0,4836,7,0,0,0,False,True,False,False,False,False,True,0
41153,0,28686,15,0,0,0,False,True,False,False,False,False,True,0
34357,0,73622,25,100,1,0,False,True,False,False,True,False,True,1
37358,0,50488,19,0,0,0,False,True,False,False,False,False,True,0
35039,0,174,1,0,0,0,False,False,False,False,True,False,False,0
25080,0,2060,12,0,0,0,False,True,False,False,False,False,True,0
84700,0,13544,17,0,0,0,False,True,False,False,False,False,True,1
323273,0,9000,5,500,1,0,True,False,False,False,True,True,False,1
60014,0,45105,32,500,2,0,False,True,False,False,True,False,True,0
39372,0,4296,10,0,0,0,False,True,False,False,True,False,True,0
6789,0,0,0,0,0,0,False,False,False,False,True,False,False,0
16065,0,0,0,0,0,0,False,False,False,False,False,False,False,0
52980,0,17078,14,0,0,0,False,True,True,False,False,False,True,0
20342,0,3291,9,0,0,0,False,True,False,False,False,False,True,0
40702,0,39897,14,0,0,0,False,True,False,False,False,False,True,0
21101,0,7171,32,0,0,0,False,False,True,False,True,False,True,1
4606,0,4320,6,0,0,0,False,False,False,False,True,False,False,0
129866,0,66150,30,0,0,0,False,True,False,False,False,False,True,0
7504,0,0,0,0,0,0,False,False,False,False,False,False,False,0
88500,0,2500,2,0,0,0,True,False,False,False,True,False,False,0
84914,0,27482,25,0,0,0,False,True,False,False,True,True,True,1
258422,0,48708,17,0,0,0,False,True,False,False,True,False,True,0
743745,2066,4100,20,2500,18,0,True,False,False,False,True,True,False,1
22414,0,1094,3,0,0,0,False,True,False,False,False,False,True,0
189423,0,63584,31,600,1,2,False,True,False,False,True,False,True,1
68532,0,68704,21,0,0,0,False,True,False,False,False,False,True,0
38739,0,3050,3,550,2,0,True,False,False,False,True,False,False,0
43285,0,745,3,0,0,0,False,False,False,False,True,False,False,0
194875,0,7550,6,1050,3,0,True,False,False,False,False,False,False,0
34458,0,1883,8,0,0,0,False,True,False,False,True,False,True,0
41354,0,4123,4,0,0,0,False,True,False,False,True,False,True,0
23448,0,36941,18,700,3,0,False,True,False,False,True,False,True,0
66275,0,2533,11,150,1,0,False,False,False,False,True,False,False,0
95925,0,7337,22,350,2,0,False,False,False,False,True,False,False,1
28228,0,12948,13,300,1,0,False,True,False,False,True,False,True,0
45586,0,37459,15,0,0,0,False,True,False,False,True,True,True,1
83572,745,101110,27,1700,5,1,True,True,False,False,True,False,True,1
9445,0,1000,2,1000,2,0,False,False,False,False,True,False,False,0
22652,0,57642,14,0,0,0,True,True,False,False,True,False,True,0
62895,0,8500,4,0,0,0,True,False,False,False,True,False,False,0
15875,0,24918,12,0,0,0,False,True,False,False,True,False,True,0
16465,0,16165,5,0,0,0,False,True,False,False,False,False,True,0
43749,5583,9557,5,0,0,0,False,True,False,False,False,False,True,1
134650,0,40232,17,2055,2,0,False,True,False,False,False,False,True,0
224852,0,7750,32,750,3,0,True,False,False,False,True,False,False,0
88122,0,19408,13,0,0,0,False,True,False,False,False,False,True,0
48224,0,0,0,0,0,0,False,False,False,False,True,False,False,0
1021,0,100,1,0,0,0,False,False,False,False,False,False,False,0
15737,0,220,3,0,0,0,False,False,False,False,False,False,False,0
65021,0,10369,12,0,0,0,False,True,False,False,False,False,True,0
24038,0,6290,14,0,0,0,False,True,False,False,False,False,True,0
10071,0,27701,16,0,0,0,False,True,False,False,True,False,True,0
133954,500,37670,18,1500,3,0,True,True,False,False,True,False,True,1
39418,0,700,3,200,2,0,False,False,False,False,True,False,False,0
25629,0,107308,36,600,2,0,False,True,False,True,True,False,True,0
118940,0,36001,17,150,1,0,False,True,False,False,True,False,True,1
62903,0,16434,13,0,0,0,False,True,False,False,False,False,True,0
142244,0,12325,13,0,0,0,False,True,False,False,False,False,True,0
22053,0,39810,27,0,0,0,False,True,False,False,True,False,True,0
21950,0,5739,16,0,0,0,False,True,False,False,True,False,True,1
210496,0,9022,24,4900,19,0,True,False,False,False,True,True,False,1
9554,0,2710,3,0,0,0,True,False,False,False,True,False,False,0
22805,0,26334,27,1800,6,0,False,True,True,False,False,False,True,0
125077,0,21881,14,0,0,0,False,True,False,False,False,False,True,0
24698,0,1329,5,500,1,0,False,False,True,False,False,False,True,0
50016,0,13495,14,0,0,0,False,True,False,False,False,False,True,0
64594,0,9295,14,0,0,0,False,True,False,False,True,False,True,0
12906,0,0,0,0,0,0,False,False,False,False,True,False,False,0
87282,0,13480,10,0,0,0,False,True,False,False,False,False,True,0
4653,2433,0,0,0,0,0,False,False,False,False,False,False,False,0
156544,0,46593,13,0,0,0,False,True,False,False,True,False,True,0
5667,0,5667,4,0,0,0,False,True,False,False,True,False,True,1
71507,0,3750,6,0,0,0,False,False,False,False,True,False,False,0
51250,0,0,0,0,0,0,False,False,False,False,True,False,False,1
22011,0,0,0,0,0,0,False,False,False,False,True,False,False,0
25829,0,1375,4,0,0,0,False,False,False,False,True,False,False,0
77540,0,1000,1,0,0,0,False,False,False,False,True,False,False,0
41176,0,7624,7,2624,4,0,True,False,False,False,True,False,False,0
131554,0,64937,15,0,0,0,False,True,False,False,False,False,True,0
15526,0,2750,15,0,0,0,False,False,False,False,False,False,False,0
23827,0,8125,37,1000,2,0,False,False,False,False,False,False,False,1
76938,0,23503,13,0,0,0,False,True,False,False,False,False,True,1
33373,0,0,0,0,0,0,False,False,False,False,True,False,False,0
23552,0,36165,11,0,0,0,False,True,False,False,True,False,True,1
27438,0,2528,6,2528,6,0,False,False,False,False,False,False,False,0
73501,0,21014,26,3694,8,0,False,True,False,False,True,False,True,0
25541,0,660,3,0,0,0,False,False,False,False,True,False,False,0
17445,0,4500,3,500,1,0,True,False,False,False,False,True,False,1
45613,0,29117,16,350,1,0,True,True,False,False,True,False,True,0
59839,0,26962,18,0,0,5,False,True,False,False,True,False,True,1
9862,0,31280,15,0,0,0,False,False,False,False,False,False,False,0
105160,0,20458,21,0,0,0,False,True,False,False,False,False,True,0
68891,1697,37257,14,500,1,0,True,True,False,False,True,False,True,0
2250,0,1750,7,0,0,0,False,False,False,False,False,False,False,0
13680,0,0,0,0,0,0,False,False,False,False,True,False,False,0
58758,0,6500,38,0,0,0,False,False,False,False,False,False,False,1
18369,0,800,4,700,3,0,False,False,False,False,False,False,False,0
133052,0,17424,15,0,0,0,False,True,False,False,False,False,True,0
27532,0,4639,13,0,0,0,False,True,False,False,False,False,True,1
109790,0,16108,4,0,0,0,False,True,False,False,True,False,True,0
10740,0,0,0,0,0,0,False,False,False,False,True,False,False,0
2117,0,769,7,0,0,0,False,True,True,False,False,False,True,0
3065,0,0,0,0,0,0,False,False,False,False,False,False,False,0
105547,0,24973,26,500,1,0,False,True,False,False,True,True,True,1
8836,0,4788,6,808,3,0,True,False,False,False,True,False,False,0
232171,0,22258,30,650,2,0,False,True,False,False,False,False,True,0
24598,0,0,0,0,0,0,False,False,False,False,False,False,False,0
127835,0,52700,21,0,0,0,False,True,False,False,False,False,True,0
42363,0,0,0,0,0,0,False,False,False,False,False,False,False,0
365918,0,83752,23,1373,7,0,True,True,False,False,True,True,True,1
2344,0,1478,10,0,0,0,False,False,True,False,False,False,True,0
468,0,26650,14,550,3,0,True,False,False,False,True,False,False,0
96714,0,17026,15,0,0,0,False,True,False,False,False,False,True,0
507371,0,51765,18,450,1,0,True,True,False,False,True,False,True,0
114719,0,0,0,0,0,0,True,False,False,False,True,False,False,0
15064,0,2910,9,0,0,5,False,False,False,False,True,False,False,0
140511,0,32105,16,0,0,0,False,True,False,False,True,False,True,0
92225,0,48276,19,350,1,0,False,True,False,False,True,False,True,0
78317,0,34282,35,2537,11,0,False,True,False,False,True,False,True,0
96627,1182,49059,26,2300,9,1,True,False,False,True,True,False,True,1
500,0,0,0,0,0,0,False,False,False,False,False,False,False,0
23184,1250,3694,12,1150,3,0,True,False,False,False,True,False,False,1
139897,0,21065,28,50,1,0,False,True,False,False,True,False,True,0
120941,0,42301,21,0,0,0,False,True,False,False,True,False,True,0
115154,0,13466,17,500,1,0,False,True,False,False,True,False,True,0
65460,0,0,0,0,0,0,False,False,False,False,False,False,False,0
34412,0,14734,13,0,0,0,False,True,False,False,True,False,True,0
7388,0,3958,15,150,1,0,False,False,False,False,True,False,False,0
65784,0,10953,50,0,0,0,False,True,False,False,False,False,True,0
131528,0,10365,17,500,1,0,False,True,False,False,False,False,True,0
43310,0,11943,14,0,0,0,False,True,False,False,False,False,True,0
101632,0,48658,14,0,0,0,False,True,False,False,True,False,True,0
22093,0,14857,11,200,1,0,False,True,False,False,True,False,True,0
45883,2611,5647,11,0,0,0,False,True,False,False,True,False,True,0
31007,0,5700,6,1200,4,0,True,False,False,False,True,False,False,0
17500,0,0,0,0,0,0,False,False,False,False,True,True,False,1
115215,0,5824,7,0,0,0,False,True,False,False,True,False,True,0
65706,0,21958,17,0,0,0,False,True,False,False,True,False,True,0
232194,0,46165,17,0,0,3,False,True,False,False,True,False,True,1
84979,0,36702,16,0,0,0,True,True,False,False,True,False,True,0
46030,0,4375,27,0,0,0,False,False,False,False,True,False,False,0
38508,0,13523,13,0,0,0,False,True,False,False,True,False,True,0
50325,0,11930,14,0,0,0,False,True,False,False,True,False,True,0
8184,0,0,0,0,0,0,False,False,False,False,True,False,False,0
142989,0,26210,14,500,1,0,False,True,False,False,True,False,True,0
29506,0,4826,16,500,2,0,False,True,False,False,True,False,True,0
127693,0,17383,15,0,0,0,True,True,False,False,True,False,True,0
30902,0,4175,12,50,1,0,False,False,False,False,False,False,False,0
194576,0,41315,16,550,1,0,True,True,False,False,True,False,True,0
55417,0,37127,31,0,0,1,False,True,False,False,True,False,True,1
6250,0,2250,11,0,0,0,False,False,False,False,False,False,False,0
14598,0,625,5,0,0,0,False,False,False,False,True,False,False,0
1625,0,1250,3,0,0,0,False,False,False,False,True,False,False,0
30594,0,3250,12,0,0,0,False,False,False,False,True,False,False,0
42275,925,4100,6,1600,5,0,True,False,False,False,True,False,False,0
48877,0,11761,35,371,2,1,False,True,False,False,True,False,True,1
11947,0,8099,14,1000,2,0,False,True,True,False,True,False,True,0
5195,0,33050,3,50,1,0,False,False,False,False,False,True,False,1
71543,0,0,0,0,0,0,False,False,False,False,False,False,False,0
2784,0,0,0,0,0,0,False,False,False,False,False,False,False,0
