ID#,Topflight,Balance,Qual_miles,cc1_miles?,cc2_miles?,cc3_miles?,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Online_12,Email,Club_member,Any_cc_miles_12mo,Phone_sale
897,No,5546,0,Yes,No,No,2631,6,0,0,0,Yes,No,Yes,No
898,No,91736,0,Yes,No,No,26724,14,0,0,0,No,No,Yes,Yes
899,No,444159,0,No,No,No,0,0,0,0,0,No,No,No,No
900,Yes,94167,0,No,No,No,6500,4,500,1,0,Yes,No,No,No
901,No,132256,0,Yes,No,No,15040,24,899,3,0,Yes,No,Yes,No
902,No,149959,0,Yes,No,No,85844,51,1400,4,0,No,No,Yes,No
903,Yes,104338,0,No,No,No,2500,1,0,0,0,Yes,No,No,No
904,No,38312,0,Yes,No,No,37419,14,0,0,0,Yes,No,Yes,No
905,No,1860,0,No,No,No,65,2,0,0,0,Yes,Yes,No,Yes
906,No,54337,0,Yes,No,No,2131,9,230,1,0,No,No,Yes,Yes
907,Yes,218763,8753,No,No,No,11650,6,1150,3,0,Yes,No,No,No
908,No,26204,967,No,No,No,4030,6,2930,4,0,Yes,No,No,No
909,No,27876,0,No,No,No,0,0,0,0,0,No,Yes,No,Yes
910,No,115533,0,Yes,No,No,8867,15,0,0,0,No,No,Yes,No
911,No,129412,0,Yes,No,No,62510,21,0,0,0,Yes,No,Yes,No
912,Yes,172110,9325,Yes,No,No,21382,23,950,3,0,No,Yes,Yes,Yes
913,No,143378,0,No,No,No,3000,4,1500,3,0,Yes,No,No,No
914,No,120476,0,Yes,No,No,9406,14,0,0,0,No,No,Yes,No
915,No,15835,0,Yes,No,Yes,112171,16,0,0,0,No,No,Yes,No
916,Yes,289351,0,Yes,No,No,147787,35,500,1,0,Yes,Yes,Yes,Yes
917,No,32141,0,No,No,No,3500,14,0,0,0,Yes,No,No,No
918,No,967,0,No,No,No,980,2,0,0,0,No,No,No,No
919,No,20281,0,No,No,No,0,0,0,0,0,No,No,No,No
920,No,111072,0,Yes,No,No,50533,19,350,1,0,Yes,Yes,Yes,Yes
921,No,2111,0,No,No,No,100,1,0,0,0,Yes,No,No,No
922,Yes,322454,0,Yes,No,No,44591,23,250,1,0,Yes,No,Yes,No
923,No,4600,0,No,No,No,140,1,0,0,0,No,No,No,No
924,No,23390,0,No,No,No,1650,3,150,1,0,Yes,Yes,No,Yes
925,Yes,210496,0,No,No,No,9022,24,4900,19,0,Yes,Yes,No,Yes
926,No,40189,0,No,No,No,0,0,0,0,0,No,No,No,No
927,No,21747,0,No,No,No,0,0,0,0,0,Yes,Yes,No,Yes
928,No,212051,0,Yes,No,No,76256,23,2993,6,0,Yes,Yes,Yes,Yes
929,Yes,266200,0,No,No,No,5000,1,0,0,0,No,Yes,No,Yes
930,No,54148,0,Yes,No,No,40233,14,350,1,0,No,No,Yes,No
931,No,25512,0,No,No,No,0,0,0,0,0,No,Yes,No,Yes
932,No,28519,0,No,No,No,2125,2,0,0,0,Yes,Yes,No,Yes
933,Yes,219387,0,Yes,No,No,105913,21,150,2,0,No,No,Yes,No
934,No,163964,0,Yes,No,No,11385,11,0,0,0,No,No,Yes,No
935,Yes,49736,0,No,No,No,3200,4,700,3,0,Yes,No,No,Yes
936,No,10084,0,No,No,No,500,1,500,1,0,Yes,No,No,No
937,No,22988,0,Yes,Yes,No,9347,14,1200,4,0,No,No,Yes,No
938,No,17739,0,Yes,Yes,No,437,4,0,0,0,No,No,Yes,No
939,Yes,152426,0,No,No,No,6000,6,2000,4,0,Yes,No,No,No
940,No,34428,0,No,No,No,2625,10,0,0,0,No,Yes,No,Yes
941,Yes,124030,0,Yes,No,No,61599,16,0,0,0,Yes,Yes,Yes,Yes
942,No,17336,0,No,No,No,2375,12,0,0,0,Yes,No,No,No
943,No,290012,0,Yes,No,No,64360,18,650,2,0,Yes,No,Yes,No
944,No,29125,0,Yes,No,No,10930,14,0,0,0,No,Yes,Yes,Yes
945,No,83848,0,Yes,No,No,28202,14,0,0,0,No,No,Yes,No
946,Yes,133264,0,Yes,No,No,74067,21,0,0,0,Yes,Yes,Yes,Yes
947,No,124869,0,Yes,No,No,30116,16,0,0,0,Yes,No,Yes,No
948,No,39233,0,Yes,No,No,27545,13,0,0,0,Yes,No,Yes,No
949,No,13050,0,Yes,No,No,13617,16,0,0,0,Yes,No,Yes,Yes
950,No,90855,0,Yes,No,No,23992,13,0,0,0,No,Yes,Yes,Yes
951,No,44824,0,Yes,Yes,No,21107,19,2000,4,0,No,No,Yes,No
952,No,3663,0,Yes,No,No,894,10,0,0,0,No,No,Yes,No
953,No,44293,0,Yes,No,No,21920,21,100,1,0,Yes,No,Yes,No
954,No,31319,0,Yes,No,No,7552,5,0,0,0,Yes,No,Yes,Yes
955,No,40757,0,Yes,No,No,14002,11,0,0,0,Yes,No,Yes,Yes
956,Yes,130356,0,No,No,No,150,1,150,1,0,Yes,No,No,No
957,No,125077,0,Yes,No,No,21881,14,0,0,0,No,No,Yes,No
958,Yes,226826,0,Yes,No,No,91660,21,500,1,0,Yes,No,Yes,No
959,No,38150,0,Yes,No,No,16688,15,0,0,0,Yes,Yes,Yes,Yes
960,No,20342,0,Yes,No,No,3291,9,0,0,0,No,No,Yes,No
961,No,45781,0,Yes,No,No,6498,13,0,0,0,No,No,Yes,No
962,No,144525,0,Yes,No,No,2833,4,0,0,0,No,No,Yes,No
963,No,37571,0,Yes,No,No,7197,15,0,0,0,Yes,Yes,Yes,Yes
964,No,112013,0,Yes,No,No,24943,14,0,0,0,Yes,No,Yes,No
965,No,30638,0,Yes,No,No,48963,16,0,0,0,No,No,Yes,No
966,No,55997,0,Yes,No,No,68320,23,0,0,0,Yes,Yes,Yes,Yes
967,No,11447,0,Yes,Yes,No,1945,13,0,0,0,Yes,No,Yes,No
968,No,17778,0,No,No,No,0,0,0,0,0,No,No,No,No
969,Yes,13375,4301,Yes,No,No,15732,43,9200,28,0,Yes,Yes,Yes,Yes
970,No,118572,0,Yes,No,Yes,21426,19,0,0,0,Yes,No,Yes,No
971,No,13720,0,No,No,No,0,0,0,0,0,Yes,No,No,No
972,No,11030,0,No,No,No,0,0,0,0,0,No,No,No,No
973,No,8651,0,Yes,No,No,41586,22,950,5,0,No,No,Yes,No
974,No,281626,0,Yes,No,No,53521,16,0,0,0,Yes,No,Yes,No
975,No,26367,0,Yes,No,No,19649,15,0,0,0,Yes,No,Yes,No
976,Yes,120945,0,No,No,No,4300,4,300,2,0,Yes,No,No,No
977,No,2843,0,Yes,No,No,44130,35,7450,20,0,Yes,No,Yes,No
978,No,11782,0,No,No,No,0,0,0,0,0,No,No,No,No
979,No,89480,0,No,No,No,2946,4,1946,3,0,Yes,No,No,No
980,No,20702,0,Yes,No,No,30451,24,1100,5,2,Yes,No,Yes,Yes
981,No,15108,0,No,No,No,2850,16,0,0,0,No,No,No,No
982,No,24917,0,Yes,No,No,16239,13,150,1,0,No,No,Yes,Yes
983,Yes,132910,0,Yes,No,No,75540,46,250,1,0,Yes,No,Yes,No
984,No,61227,0,Yes,No,No,6957,10,0,0,0,No,No,Yes,No
985,No,2117,0,Yes,Yes,No,769,7,0,0,0,No,No,Yes,No
986,Yes,38964,0,Yes,No,No,35166,26,3200,8,0,Yes,Yes,Yes,Yes
987,No,20498,0,No,No,No,7826,20,7226,18,0,No,No,No,No
988,No,131554,0,Yes,No,No,64937,15,0,0,0,No,No,Yes,No
989,No,55661,0,Yes,No,No,15107,13,0,0,0,No,Yes,Yes,Yes
990,No,84949,0,Yes,No,No,41854,15,0,0,0,Yes,No,Yes,Yes
991,No,139897,0,Yes,No,No,21065,28,50,1,0,Yes,No,Yes,No
992,Yes,155587,0,Yes,No,No,6893,9,0,0,0,Yes,No,Yes,No
993,No,24310,0,Yes,No,No,2815,6,0,0,0,Yes,No,Yes,Yes
994,No,106115,0,Yes,No,No,16197,21,500,1,0,Yes,No,Yes,No
995,No,238641,0,Yes,No,No,61971,15,850,2,0,Yes,No,Yes,No
996,No,70671,0,No,No,No,0,0,0,0,0,No,No,No,No
997,No,31593,0,Yes,No,No,3128,12,0,0,0,Yes,No,Yes,No
998,No,101397,0,Yes,No,No,19173,12,0,0,0,Yes,No,Yes,No
999,No,133052,0,Yes,No,No,17424,15,0,0,0,No,No,Yes,No
1000,No,37252,0,Yes,No,No,15774,19,0,0,0,Yes,No,Yes,No
1001,No,15241,0,No,No,No,0,0,0,0,0,No,Yes,No,Yes
1002,No,21101,0,No,Yes,No,7171,32,0,0,0,Yes,No,Yes,Yes
1003,No,80612,0,Yes,No,No,32334,20,0,0,0,Yes,No,Yes,No
1004,No,45542,0,Yes,No,No,59012,14,0,0,0,Yes,Yes,Yes,Yes
1005,No,5274,0,Yes,No,No,2074,11,0,0,0,No,No,Yes,No
1006,No,101089,0,Yes,No,No,23503,17,0,0,1,Yes,No,Yes,No
1007,No,7560,0,No,No,No,0,0,0,0,0,Yes,No,No,No
1008,No,255797,0,Yes,No,No,62107,16,0,0,0,No,No,Yes,No
1009,No,192046,0,Yes,No,No,54818,52,1200,3,0,Yes,No,Yes,No
1010,No,370596,0,Yes,No,No,50120,12,0,0,0,No,No,Yes,No
1011,No,141491,0,Yes,No,No,63060,6,0,0,0,No,No,Yes,No
1012,No,89527,0,Yes,No,No,22206,14,0,0,0,Yes,No,Yes,No
1013,No,330644,0,No,No,No,0,0,0,0,0,Yes,No,No,No
1014,No,49430,0,Yes,No,No,31471,16,0,0,0,No,No,Yes,No
1015,Yes,114070,0,Yes,No,No,16293,24,250,1,0,Yes,No,Yes,No
1016,No,124004,0,Yes,No,No,9982,12,0,0,0,Yes,No,Yes,No
1017,No,10497,0,No,No,No,0,0,0,0,0,No,No,No,No
1018,Yes,8327,0,No,No,No,2900,4,150,1,0,Yes,No,No,No
1019,No,25463,0,Yes,No,No,7973,14,0,0,0,Yes,No,Yes,No
1020,Yes,85036,0,Yes,No,No,43825,21,0,0,0,Yes,No,Yes,No
1021,No,11449,0,Yes,No,No,24415,11,0,0,0,Yes,No,Yes,No
1022,No,54392,0,No,No,No,0,0,0,0,0,No,Yes,No,Yes
1023,No,52577,0,Yes,No,No,441,12,0,0,0,No,No,Yes,No
1024,No,80174,0,No,No,No,500,1,0,0,0,Yes,No,No,No
1025,Yes,96827,1094,No,No,No,12100,19,8100,17,0,No,Yes,No,Yes
1026,No,9489,0,Yes,No,No,5359,14,0,0,0,Yes,No,Yes,No
1027,No,57587,0,Yes,No,No,2620,6,0,0,0,Yes,Yes,Yes,Yes
1028,Yes,131306,0,Yes,No,No,32115,15,0,0,0,Yes,No,Yes,No
1029,No,39985,0,Yes,No,No,15103,21,0,0,0,Yes,No,Yes,No
1030,No,71627,0,No,No,No,3225,9,600,2,0,Yes,No,No,No
1031,No,161396,0,Yes,No,No,26695,11,1000,2,0,Yes,No,Yes,Yes
1032,Yes,81300,0,No,No,No,3750,5,250,3,0,Yes,No,No,No
1033,Yes,66015,0,Yes,No,No,26706,30,2676,7,3,Yes,Yes,Yes,Yes
1034,No,7800,0,No,No,No,200,1,0,0,0,No,No,No,No
1035,No,27348,0,Yes,No,No,3084,4,0,0,0,No,No,Yes,No
1036,Yes,153554,0,No,No,No,11786,6,1750,4,0,Yes,No,No,No
1037,No,42990,0,Yes,Yes,No,5345,3,0,0,0,No,No,Yes,No
1038,No,16664,0,No,No,No,0,0,0,0,0,No,Yes,No,Yes
1039,No,37618,0,Yes,No,No,17385,7,0,0,0,No,No,Yes,Yes
1040,No,53384,0,Yes,No,No,16907,12,0,0,0,No,No,Yes,No
1041,No,43326,0,No,No,No,1100,7,1100,7,0,No,No,No,No
1042,No,113683,0,Yes,No,No,11821,12,0,0,0,Yes,No,Yes,No
1043,Yes,77930,0,Yes,No,No,37541,35,3600,18,0,Yes,No,Yes,Yes
1044,Yes,27625,0,Yes,No,No,27799,16,500,1,0,No,No,Yes,No
1045,No,33835,0,No,No,No,2280,7,1000,2,1,Yes,No,No,Yes
1046,No,170049,3692,Yes,No,No,10232,16,750,2,0,Yes,No,Yes,No
1047,No,154664,0,Yes,No,Yes,73881,33,0,0,0,Yes,Yes,Yes,Yes
1048,No,36935,0,Yes,No,No,34448,17,0,0,0,Yes,No,Yes,No
1049,No,67904,0,Yes,No,No,81,1,0,0,0,No,Yes,Yes,Yes
1050,No,57434,0,Yes,No,No,11140,16,0,0,0,No,No,Yes,Yes
1051,No,11031,0,Yes,No,No,1600,5,0,0,0,Yes,No,Yes,No
1052,No,78268,0,Yes,No,No,6172,13,500,1,0,No,No,Yes,No
1053,No,98213,0,Yes,No,Yes,68013,29,0,0,0,Yes,No,Yes,Yes
1054,No,9430,0,Yes,No,No,11323,13,0,0,0,Yes,Yes,Yes,Yes
1055,No,5195,0,No,No,No,33050,3,50,1,0,No,Yes,No,Yes
1056,No,9793,0,No,No,No,3100,2,0,0,0,Yes,No,No,Yes
1057,No,34690,0,Yes,No,No,18124,14,0,0,0,No,Yes,Yes,Yes
1058,No,138368,0,Yes,No,No,68663,13,0,0,0,No,No,Yes,No
1059,No,63547,0,Yes,No,No,31745,14,0,0,0,Yes,No,Yes,No
1060,No,217130,0,Yes,No,No,51202,20,0,0,0,No,No,Yes,No
1061,No,14106,0,No,No,No,475,4,0,0,0,Yes,No,No,No
1062,No,44026,0,Yes,No,No,12282,18,634,1,0,Yes,No,Yes,No
1063,No,62183,1896,Yes,No,No,38635,18,0,0,0,Yes,No,Yes,No
1064,Yes,165534,0,Yes,No,No,71312,18,1000,2,0,Yes,Yes,Yes,Yes
1065,No,45358,0,Yes,No,No,14507,9,0,0,0,No,No,Yes,No
1066,No,72325,0,Yes,No,No,56792,16,0,0,0,Yes,No,Yes,No
1067,Yes,190285,0,Yes,No,No,69262,16,348,1,0,No,No,Yes,No
1068,No,235567,0,Yes,No,No,16106,15,0,0,0,Yes,No,Yes,No
1069,Yes,305519,0,Yes,No,No,79216,27,650,3,0,No,No,Yes,No
1070,No,161546,0,Yes,No,No,8042,6,600,2,0,Yes,No,Yes,No
1071,No,38884,0,No,No,No,2850,13,500,1,0,Yes,No,No,No
1072,Yes,42040,1000,Yes,No,No,14189,17,4034,13,0,Yes,No,Yes,No
1073,No,96988,0,Yes,No,No,7761,14,0,0,0,No,No,Yes,No
1074,Yes,24394,0,No,No,No,3250,3,250,1,0,Yes,Yes,No,Yes
1075,Yes,354641,0,Yes,No,No,77694,29,3600,9,0,Yes,No,Yes,No
1076,Yes,39313,0,Yes,No,No,24091,16,0,0,0,No,No,Yes,No
1077,Yes,468,0,No,No,No,26650,14,550,3,0,Yes,No,No,No
1078,No,146014,0,Yes,No,No,26366,17,700,3,0,Yes,No,Yes,No
1079,No,42999,0,Yes,No,No,33801,12,350,1,0,Yes,No,Yes,No
1080,No,37163,0,Yes,No,No,19318,14,0,0,0,Yes,Yes,Yes,Yes
1081,No,6158,0,Yes,No,No,27754,14,0,0,0,Yes,No,Yes,No
1082,No,108904,0,Yes,No,No,19931,17,0,0,0,Yes,No,Yes,No
1083,No,25168,0,No,No,No,500,1,500,1,0,Yes,No,No,No
1084,No,68454,0,Yes,No,No,13667,12,0,0,0,Yes,No,Yes,Yes
1085,No,70877,0,Yes,No,No,8956,15,0,0,0,Yes,No,Yes,No
1086,No,1057,0,Yes,No,No,433,5,0,0,0,Yes,No,Yes,No
1087,No,35342,0,Yes,No,No,70454,12,0,0,0,No,No,Yes,No
1088,No,16992,0,No,No,No,0,0,0,0,0,No,No,No,No
1089,No,2558,0,Yes,No,No,6264,10,0,0,0,Yes,No,Yes,No
1090,Yes,196093,0,No,No,No,14000,3,0,0,0,Yes,No,No,Yes
1092,Yes,269558,0,No,No,No,10000,1,0,0,0,Yes,Yes,No,Yes
1093,Yes,88500,0,No,No,No,2500,2,0,0,0,Yes,No,No,No
1094,No,8719,0,No,No,No,2000,9,0,0,0,No,No,No,No
1095,No,36936,0,No,No,No,2875,16,0,0,0,No,No,No,No
1096,Yes,427357,0,Yes,No,No,6027,12,0,0,0,Yes,Yes,Yes,Yes
1097,No,258422,0,Yes,No,No,48708,17,0,0,0,Yes,No,Yes,No
1098,No,75428,0,Yes,No,No,7539,14,0,0,0,Yes,No,Yes,No
1099,No,34383,0,Yes,No,No,22956,12,0,0,0,Yes,No,Yes,No
1100,No,82120,0,No,No,No,8000,3,0,0,0,Yes,Yes,No,Yes
1101,No,34546,0,No,No,No,1500,2,0,0,0,Yes,No,No,No
1102,No,92641,0,No,No,No,5265,6,0,0,2,Yes,No,No,No
1103,No,95100,0,No,No,No,1250,3,1250,3,0,Yes,No,No,No
1104,No,19960,0,No,No,No,0,0,0,0,0,No,No,No,No
1105,No,47150,0,Yes,No,No,39561,18,0,0,0,Yes,No,Yes,No
1106,No,1650,0,No,No,No,1250,3,250,1,0,Yes,No,No,No
1107,Yes,100992,0,Yes,No,No,8144,16,409,2,0,Yes,No,Yes,Yes
1108,No,68610,0,Yes,No,No,6115,12,0,0,0,No,No,Yes,No
1109,No,75684,0,Yes,No,No,27320,9,0,0,0,Yes,No,Yes,Yes
1110,No,42438,0,Yes,No,No,519,10,0,0,0,No,No,Yes,No
1111,No,17645,0,Yes,No,No,60978,20,0,0,0,Yes,Yes,Yes,Yes
1112,No,24545,0,No,No,No,0,0,0,0,0,Yes,No,No,No
1113,No,84633,0,Yes,No,No,10771,10,0,0,0,No,No,Yes,No
1114,Yes,103891,1388,Yes,No,No,140573,21,1150,3,0,No,Yes,Yes,Yes
1115,No,39847,0,Yes,No,No,95918,38,150,1,0,Yes,No,Yes,Yes
1116,No,47938,0,Yes,No,No,12656,13,0,0,0,No,No,Yes,No
1117,No,88929,0,Yes,No,No,44932,20,650,2,0,Yes,No,Yes,No
1118,No,129866,0,Yes,No,No,66150,30,0,0,0,No,No,Yes,No
1119,No,22585,0,No,No,No,3430,3,0,0,0,No,No,No,No
1120,Yes,47394,0,Yes,No,No,31347,19,2150,5,0,No,No,Yes,No
1121,No,73640,0,Yes,No,No,10192,14,0,0,0,No,No,Yes,No
1122,No,247743,0,Yes,No,No,51296,20,500,1,0,Yes,No,Yes,No
1123,Yes,295008,0,Yes,No,No,136704,27,0,0,0,Yes,No,Yes,No
1124,No,117543,4116,Yes,No,No,32355,21,600,2,0,No,No,Yes,No
1125,No,102803,0,Yes,No,No,90605,20,0,0,0,No,No,Yes,No
1126,Yes,89945,0,Yes,No,No,14218,16,350,1,0,Yes,No,Yes,No
1127,Yes,739476,0,Yes,No,No,24215,8,322,1,0,Yes,No,Yes,No
1128,No,69337,0,Yes,No,No,17740,13,0,0,0,No,No,Yes,No
1129,No,140866,0,Yes,No,No,15906,17,0,0,0,Yes,No,Yes,No
1130,No,25634,2505,No,No,No,0,0,0,0,0,Yes,No,No,No
1131,No,82078,0,Yes,No,No,40279,9,0,0,0,No,No,Yes,Yes
1132,No,33327,0,No,No,No,1000,1,0,0,0,Yes,No,No,No
1133,No,95783,0,Yes,No,No,14506,13,0,0,0,No,No,Yes,No
1134,No,27591,0,Yes,No,No,8209,34,1800,16,0,No,No,Yes,No
1135,No,82114,0,Yes,No,No,58335,15,0,0,0,No,Yes,Yes,Yes
1136,Yes,15917,2586,Yes,No,No,105449,25,200,2,0,No,Yes,Yes,Yes
1137,No,140511,0,Yes,No,No,32105,16,0,0,0,Yes,No,Yes,No
1138,Yes,375927,0,Yes,No,No,18202,30,1100,3,0,Yes,No,Yes,Yes
1139,No,28223,0,Yes,No,No,8625,12,0,0,0,Yes,No,Yes,No
1140,No,33129,0,Yes,No,No,30775,14,500,1,0,No,No,Yes,Yes
1141,No,1625,0,No,No,No,1375,4,0,0,0,No,No,No,No
1142,No,52819,0,Yes,No,No,37535,15,1000,2,0,Yes,No,Yes,No
1143,Yes,3507,1745,No,No,No,14500,7,0,0,0,Yes,Yes,No,Yes
1144,No,14769,0,No,No,No,500,1,0,0,0,Yes,No,No,No
1145,No,37215,0,Yes,No,No,8199,8,0,0,0,No,No,Yes,No
1146,Yes,115655,0,Yes,No,No,64968,21,500,1,0,Yes,No,Yes,No
1147,No,179251,0,Yes,No,No,14775,16,200,2,0,Yes,No,Yes,No
1148,No,24418,0,Yes,No,No,12533,13,0,0,0,No,Yes,Yes,Yes
1149,No,34562,0,No,No,No,1770,9,250,3,0,Yes,No,No,No
1150,No,144570,0,Yes,No,No,49052,15,0,0,0,Yes,No,Yes,No
1151,No,24813,0,Yes,No,No,4066,10,0,0,0,Yes,No,Yes,No
1152,No,48803,0,Yes,No,No,72129,14,0,0,0,Yes,No,Yes,No
1153,No,22116,0,Yes,No,No,20809,14,0,0,0,Yes,No,Yes,No
1154,No,8516,0,No,No,No,0,0,0,0,0,No,No,No,No
1155,No,36079,0,Yes,No,No,22506,22,150,1,0,Yes,No,Yes,No
1156,No,16872,0,Yes,No,No,28964,7,0,0,0,Yes,No,Yes,No
1157,Yes,62895,0,No,No,No,8500,4,0,0,0,Yes,No,No,No
1158,No,7383,0,No,No,No,7225,11,2750,7,0,Yes,No,No,No
1159,No,2261,0,Yes,No,No,15062,2,0,0,0,Yes,No,Yes,No
1160,Yes,66950,0,Yes,No,No,17303,20,2000,8,0,Yes,No,Yes,No
1161,No,84856,0,No,Yes,No,6894,13,0,0,0,No,No,Yes,No
1162,Yes,71128,2919,No,No,No,17950,17,4450,11,0,Yes,Yes,No,Yes
1163,No,39654,0,No,No,No,1625,6,0,0,0,No,No,No,No
1164,No,25214,0,No,No,No,1000,1,0,0,0,Yes,No,No,No
1165,No,48775,0,Yes,No,No,17494,15,0,0,0,Yes,No,Yes,No
1166,No,81952,0,Yes,No,No,64754,22,0,0,0,Yes,No,Yes,No
1167,Yes,46535,0,Yes,No,No,25891,14,150,1,0,Yes,No,Yes,No
1168,No,23130,0,Yes,No,No,5032,10,0,0,0,No,No,Yes,No
1169,No,100443,0,Yes,No,No,12744,21,0,0,0,No,No,Yes,No
1170,No,139664,0,Yes,No,No,63706,14,0,0,0,No,No,Yes,No
1171,No,31769,0,No,No,No,0,0,0,0,0,Yes,No,No,No
1172,No,60170,0,Yes,No,No,17235,14,0,0,0,No,No,Yes,No
1173,No,33373,0,No,No,No,0,0,0,0,0,Yes,No,No,No
1174,No,59385,0,Yes,No,No,22914,11,0,0,0,No,No,Yes,No
1175,No,210040,0,Yes,No,No,77333,39,0,0,2,Yes,No,Yes,Yes
1176,No,23379,0,Yes,No,No,11712,25,0,0,0,No,No,Yes,No
1177,No,22372,0,Yes,No,No,14766,12,0,0,0,No,No,Yes,No
1178,No,23120,0,Yes,No,No,4231,7,0,0,0,No,No,Yes,No
1179,No,46157,0,No,No,No,1625,3,500,1,0,Yes,No,No,No
1180,No,94896,0,Yes,No,No,38127,15,500,1,0,No,No,Yes,No
1181,Yes,12091,0,Yes,No,No,29271,15,0,0,0,Yes,No,Yes,No
1182,No,56451,0,Yes,No,No,9302,11,0,0,0,No,No,Yes,No
1183,No,106309,0,Yes,No,No,21873,22,1200,4,0,Yes,No,Yes,No
1184,No,121853,0,Yes,No,No,18120,18,2000,4,0,Yes,No,Yes,Yes
1185,No,4137,0,Yes,No,No,15891,19,0,0,0,No,No,Yes,No
1186,No,21676,0,Yes,No,No,15392,15,100,1,0,No,No,Yes,No
1187,No,36644,0,Yes,No,No,14506,13,0,0,0,Yes,No,Yes,Yes
1188,No,77102,0,Yes,No,No,13175,20,1850,6,0,Yes,No,Yes,No
1189,No,32214,11148,Yes,No,No,12717,10,0,0,0,Yes,No,Yes,No
1190,No,42351,0,Yes,No,No,28959,14,0,0,0,No,No,Yes,No
1191,No,34450,0,Yes,No,No,26996,7,0,0,0,No,No,Yes,No
1192,No,4151,0,No,No,No,375,3,0,0,0,No,No,No,No
1193,No,60646,888,Yes,No,No,57011,18,50,1,0,Yes,No,Yes,No
1194,Yes,44331,0,No,No,No,2850,3,350,1,0,Yes,No,No,No
1195,No,76742,0,Yes,No,No,17910,13,0,0,0,No,No,Yes,No
1196,Yes,27993,0,No,No,No,6000,3,0,0,0,Yes,Yes,No,Yes
1197,No,67770,0,Yes,No,No,23960,15,0,0,0,No,No,Yes,No
1198,No,30554,0,Yes,No,No,38243,25,0,0,0,Yes,No,Yes,No
1199,Yes,123646,0,No,No,No,12450,30,2450,29,0,No,No,No,No
1200,Yes,837979,0,Yes,No,No,18372,15,1450,4,0,Yes,No,Yes,No
1201,No,6584,0,No,No,No,0,0,0,0,0,No,No,No,No
1202,No,17489,0,Yes,No,No,5565,4,0,0,0,No,No,Yes,No
1203,No,28941,0,Yes,No,No,2935,6,0,0,0,No,No,Yes,No
1204,No,19085,0,Yes,No,No,827,11,0,0,0,Yes,No,Yes,No
1205,No,56480,0,Yes,No,No,35841,31,500,1,0,Yes,No,Yes,Yes
1206,No,8320,0,No,No,No,0,0,0,0,0,No,No,No,No
1207,No,13640,0,No,No,No,1500,5,0,0,0,No,No,No,No
1208,No,14739,0,No,No,No,1800,4,800,3,0,Yes,No,No,No
1209,No,30594,0,No,No,No,3250,12,0,0,0,Yes,No,No,No
1210,No,11162,0,No,No,No,0,0,0,0,0,No,No,No,No
1211,No,15964,0,No,No,No,0,0,0,0,0,No,No,No,No
1213,No,5583,0,Yes,No,No,3147,14,0,0,0,Yes,No,Yes,No
1214,No,38822,0,No,No,No,2000,9,0,0,0,No,Yes,No,Yes
1215,No,2305,0,No,No,No,0,0,0,0,0,No,No,No,No
1216,No,39372,0,Yes,No,No,4296,10,0,0,0,Yes,No,Yes,No
1217,No,25125,0,No,No,No,1875,8,0,0,0,Yes,No,No,No
1218,No,10288,0,No,No,No,1250,3,0,0,0,Yes,No,No,No
1219,Yes,135149,0,No,No,No,15300,19,3800,17,0,Yes,Yes,No,Yes
1220,Yes,4916,0,No,No,No,900,3,800,2,0,No,No,No,No
1221,No,163976,0,Yes,No,No,39098,18,2594,4,0,Yes,No,Yes,Yes
1222,No,207021,0,No,No,No,3600,4,100,1,0,Yes,No,No,No
1223,No,104442,0,Yes,No,No,38180,23,1450,5,0,Yes,No,Yes,No
1224,No,131992,0,Yes,No,No,12504,16,0,0,0,Yes,No,Yes,No
1225,No,2278,0,No,No,No,0,0,0,0,0,No,No,No,No
1226,No,34086,0,Yes,No,No,19669,18,1500,3,0,No,No,Yes,No
1227,No,8740,0,No,No,No,1250,3,0,0,0,No,No,No,No
1228,No,241918,0,Yes,No,No,40945,13,0,0,0,Yes,No,Yes,No
1229,No,26748,0,Yes,No,No,11981,14,0,0,0,Yes,No,Yes,No
1230,Yes,65969,0,No,No,No,2550,5,1050,3,0,Yes,No,No,No
1231,No,10009,0,No,No,No,0,0,0,0,0,No,No,No,No
1232,Yes,378759,0,Yes,No,No,28904,9,2303,4,0,Yes,Yes,Yes,Yes
1233,Yes,40965,10098,No,No,No,9850,11,1850,6,0,Yes,No,No,No
1234,No,57509,0,Yes,No,No,52449,19,150,1,0,Yes,No,Yes,No
1235,No,71503,0,Yes,No,No,7819,17,0,0,0,Yes,No,Yes,Yes
1236,No,110247,0,Yes,No,No,13690,16,0,0,2,No,No,Yes,No
1237,Yes,83572,745,Yes,No,No,101110,27,1700,5,1,Yes,No,Yes,Yes
1238,No,106234,5124,Yes,No,No,11160,26,0,0,0,Yes,No,Yes,No
1239,Yes,28205,0,Yes,No,No,101685,16,0,0,0,No,Yes,Yes,Yes
1240,No,7239,0,Yes,No,No,15835,15,0,0,0,Yes,No,Yes,No
1241,Yes,63638,0,No,No,No,0,0,0,0,0,No,No,No,No
1242,No,31967,0,No,No,No,1600,4,350,2,1,Yes,No,No,No
1243,Yes,97752,0,No,No,No,3676,10,0,0,2,Yes,No,No,No
1244,No,8327,0,No,No,No,0,0,0,0,0,Yes,Yes,No,Yes
1245,No,10179,0,Yes,No,No,5321,15,0,0,0,Yes,No,Yes,Yes
1246,No,23786,0,Yes,No,No,16950,4,0,0,0,No,No,Yes,No
